ID	GeneID	geneSymbol	chr	strand	longExonStart_0base	longExonEnd	shortES	shortEE	flankingES	flankingEE
247	"ENSMUSG00000064329.14"	"Scn1a"	chr2	-	66154914	66155295	66154947	66155295	66153655	66153788
248	"ENSMUSG00000064329.14"	"Scn1a"	chr2	-	66154914	66155295	66154998	66155295	66153655	66153788
249	"ENSMUSG00000064329.14"	"Scn1a"	chr2	-	66154947	66155295	66154998	66155295	66153655	66153788
250	"ENSMUSG00000026921.21"	"Egfl7"	chr2	+	26482129	26482292	26482129	26482253	26482429	26482693
251	"ENSMUSG00000060024.3"	"Vmn1r213"	chr13	+	23192886	23193206	23192886	23193058	23195666	23198652
252	"ENSMUSG00000046207.15"	"Pik3r6"	chr11	+	68425018	68425109	68425018	68425097	68426929	68427052
253	"ENSMUSG00000032036.16"	"Kirrel3"	chr9	+	34939627	34939810	34939627	34939735	34941069	34941179
254	"ENSMUSG00000073927.7"	"Olfr652"	chr7	+	104210107	104210374	104210107	104210273	104210801	104210874
255	"ENSMUSG00000082305.6"	"Gm2420"	chr5	+	32890961	32891067	32890961	32891063	32891192	32891365
256	"ENSMUSG00000074813.16"	"Morrbid"	chr2	-	128152943	128153028	128152948	128153028	128149009	128149244
257	"ENSMUSG00000057715.14"	"A830018L16Rik"	chr1	+	11818188	11818324	11818188	11818315	11868704	11868790
258	"ENSMUSG00000037225.14"	"Fgf2"	chr3	+	37434903	37435148	37434903	37435139	37450333	37450437
259	"ENSMUSG00000039652.17"	"Cpeb3"	chr19	-	37116461	37116621	37116530	37116621	37103731	37103788
260	"ENSMUSG00000025597.14"	"Klhl4"	chrX	+	113452698	113452885	113452698	113452867	113459049	113459274
261	"ENSMUSG00000024347.17"	"Psd2"	chr18	+	36121232	36121294	36121232	36121291	36135976	36136066
262	"ENSMUSG00000024347.17"	"Psd2"	chr18	+	36138771	36138962	36138771	36138953	36139129	36139200
263	"ENSMUSG00000030409.17"	"Dmpk"	chr7	+	18821925	18822189	18821925	18822174	18822835	18822921
264	"ENSMUSG00000099843.3"	"Gm7160"	chr1	-	105917586	105917962	105917642	105917962	105916748	105916833
265	"ENSMUSG00000025899.15"	"Alkbh8"	chr9	+	3335477	3335748	3335477	3335594	3338455	3338591
266	"ENSMUSG00000025899.15"	"Alkbh8"	chr9	+	3335477	3335748	3335477	3335594	3343014	3343252
267	"ENSMUSG00000066456.15"	"Hmgn3"	chr9	-	82993045	82993159	82993086	82993159	82992000	82992482
268	"ENSMUSG00000036473.17"	"Tbc1d24"	chr17	-	24424447	24424488	24424467	24424488	24408917	24409027
269	"ENSMUSG00000098234.9"	"Snhg6"	chr1	-	10014168	10014343	10014244	10014343	10012834	10012942
270	"ENSMUSG00000040003.19"	"Magi2"	chr5	+	20739334	20739524	20739334	20739518	20755204	20755296
271	"ENSMUSG00000024041.11"	"Cryaa"	chr17	+	31897422	31897509	31897422	31897491	31898532	31898655
272	"ENSMUSG00000094606.9"	"Vmn2r50"	chr7	-	9783983	9784275	9784031	9784275	9781489	9782302
273	"ENSMUSG00000025656.18"	"Arhgef9"	chrX	-	94209194	94209576	94209198	94209576	94174441	94174621
274	"ENSMUSG00000073856.12"	"Iqck"	chr7	+	118472043	118472117	118472043	118472108	118475464	118475594
275	"ENSMUSG00000036315.14"	"Polr1h"	chr17	-	37268723	37268824	37268792	37268824	37268457	37268567
276	"ENSMUSG00000039205.17"	"Ciz1"	chr2	+	32253209	32253668	32253209	32253310	32253816	32253991
277	"ENSMUSG00000030990.19"	"Pgap2"	chr7	+	101885654	101885761	101885654	101885749	101886328	101886437
278	"ENSMUSG00000026514.15"	"Cnih3"	chr1	+	181237193	181237298	181237193	181237241	181277534	181277647
279	"ENSMUSG00000026514.15"	"Cnih3"	chr1	+	181237193	181237322	181237193	181237241	181277534	181277647
280	"ENSMUSG00000026514.15"	"Cnih3"	chr1	+	181237193	181237322	181237193	181237298	181277534	181277647
281	"ENSMUSG00000032026.8"	"Rexo2"	chr9	-	48385701	48385813	48385760	48385813	48379811	48380246
282	"ENSMUSG00000020069.17"	"Hnrnph3"	chr10	-	62853819	62854004	62853864	62854004	62853302	62853389
283	"ENSMUSG00000085385.9"	"Snhg17"	chr2	-	158200124	158200458	158200153	158200458	158199117	158199183
284	"ENSMUSG00000085385.9"	"Snhg17"	chr2	-	158200124	158200458	158200219	158200458	158199117	158199183
285	"ENSMUSG00000085385.9"	"Snhg17"	chr2	-	158200124	158200458	158200348	158200458	158199117	158199183
286	"ENSMUSG00000085385.9"	"Snhg17"	chr2	-	158200124	158201352	158201101	158201352	158199117	158199183
287	"ENSMUSG00000085385.9"	"Snhg17"	chr2	-	158200153	158200458	158200219	158200458	158199117	158199183
288	"ENSMUSG00000085385.9"	"Snhg17"	chr2	-	158200153	158200458	158200348	158200458	158199117	158199183
289	"ENSMUSG00000085385.9"	"Snhg17"	chr2	-	158200219	158200458	158200348	158200458	158199117	158199183
290	"ENSMUSG00000085385.9"	"Snhg17"	chr2	-	158202378	158202519	158202383	158202519	158201101	158201251
291	"ENSMUSG00000085385.9"	"Snhg17"	chr2	-	158202378	158202519	158202446	158202519	158201101	158201251
292	"ENSMUSG00000085385.9"	"Snhg17"	chr2	-	158202378	158202519	158202456	158202519	158201101	158201251
293	"ENSMUSG00000085385.9"	"Snhg17"	chr2	-	158202383	158202519	158202446	158202519	158201101	158201251
294	"ENSMUSG00000085385.9"	"Snhg17"	chr2	-	158202383	158202519	158202456	158202519	158201101	158201251
295	"ENSMUSG00000085385.9"	"Snhg17"	chr2	-	158202446	158202519	158202456	158202519	158201101	158201251
296	"ENSMUSG00000085385.9"	"Snhg17"	chr2	-	158202383	158202519	158202446	158202519	158201101	158201352
297	"ENSMUSG00000032489.18"	"Kif9"	chr9	+	110306061	110306182	110306061	110306151	110312128	110312226
298	"ENSMUSG00000035242.16"	"Oaz1"	chr10	+	80664070	80664128	80664070	80664125	80664129	80664216
299	"ENSMUSG00000020598.17"	"Nrcam"	chr12	+	44623386	44623572	44623386	44623563	44636890	44637022
300	"ENSMUSG00000029454.16"	"Mapkapk5"	chr5	-	121664801	121664923	121664807	121664923	121663725	121663830
301	"ENSMUSG00000034007.11"	"Scaper"	chr9	-	55771669	55771888	55771687	55771888	55767031	55767202
302	"ENSMUSG00000078198.3"	"Olfr364"	chr2	+	37033813	37033978	37033813	37033883	37036152	37037792
303	"ENSMUSG00000036377.20"	"Cracd"	chr5	+	77004177	77007001	77004177	77006992	77013846	77014037
304	"ENSMUSG00000070815.4"	"Vmn1r87"	chr7	-	12873805	12874084	12873963	12874084	12864830	12866544
305	"ENSMUSG00000024921.18"	"Smarca2"	chr19	+	26659270	26659513	26659270	26659339	26661208	26661322
306	"ENSMUSG00000023942.16"	"Slc29a1"	chr17	-	45899921	45900000	45899927	45900000	45898153	45898239
307	"ENSMUSG00000023942.16"	"Slc29a1"	chr17	-	45899921	45900000	45899927	45900000	45898487	45898596
308	"ENSMUSG00000023942.16"	"Slc29a1"	chr17	-	45899921	45900000	45899927	45900000	45899214	45899312
309	"ENSMUSG00000026867.20"	"Gapvd1"	chr2	-	34607264	34607394	34607327	34607394	34605216	34605342
310	"ENSMUSG00000090774.3"	"Vmn2r74"	chr7	-	85607235	85607524	85607244	85607524	85606051	85606858
311	"ENSMUSG00000032609.13"	"Klhdc8b"	chr9	-	108326819	108326984	108326954	108326984	108326265	108326487
312	"ENSMUSG00000094445.8"	"1700015G11Rik"	chr7	-	51664603	51664648	51664607	51664648	51663229	51663334
313	"ENSMUSG00000099722.4"	"Gm29154"	chr9	-	103824734	103824925	103824763	103824925	103824039	103824208
314	"ENSMUSG00000025007.14"	"Aldh18a1"	chr19	-	40562654	40562813	40562660	40562813	40562214	40562305
315	"ENSMUSG00000053477.19"	"Tcf4"	chr18	+	69811037	69811200	69811037	69811188	69814639	69814869
316	"ENSMUSG00000079559.6"	"Colca2"	chr9	-	51189639	51189854	51189648	51189854	51188895	51188990
317	"ENSMUSG00000091329.4"	"1700112D23Rik"	chr3	-	28835119	28835271	28835147	28835271	28796264	28796386
318	"ENSMUSG00000029787.11"	"Avl9"	chr6	+	56707626	56707696	56707626	56707665	56712347	56712417
319	"ENSMUSG00000036617.18"	"Etl4"	chr2	+	20789854	20790311	20789854	20790278	20793238	20793422
320	"ENSMUSG00000090655.4"	"Vmn2r120"	chr17	-	57831470	57832349	57831974	57832349	57828924	57829048
321	"ENSMUSG00000090655.4"	"Vmn2r120"	chr17	-	57831470	57832277	57831974	57832277	57829350	57829578
322	"ENSMUSG00000032480.18"	"Dhx30"	chr9	-	109944103	109944650	109944558	109944650	109942038	109942158
323	"ENSMUSG00000002885.15"	"Adgre5"	chr8	-	84460924	84460981	84460930	84460981	84460637	84460754
324	"ENSMUSG00000078706.6"	"Gm53"	chr11	+	96152437	96152835	96152437	96152589	96154999	96155211
325	"ENSMUSG00000030236.11"	"Slco1b2"	chr6	+	141616788	141616984	141616788	141616879	141617867	141618039
326	"ENSMUSG00000036180.16"	"Gatad2a"	chr8	-	70365551	70365874	70365572	70365874	70364326	70364519
327	"ENSMUSG00000036180.16"	"Gatad2a"	chr8	-	70369209	70369350	70369218	70369350	70368933	70369098
328	"ENSMUSG00000036180.16"	"Gatad2a"	chr8	-	70369209	70369350	70369218	70369350	70368933	70369101
329	"ENSMUSG00000042349.14"	"Ikbke"	chr1	-	131203443	131203584	131203515	131203584	131202886	131203016
330	"ENSMUSG00000121505.1"	"Gm4956"	chr1	-	21363703	21363836	21363823	21363836	21361518	21361589
331	"ENSMUSG00000121505.1"	"Gm4956"	chr1	-	21363703	21363836	21363823	21363836	21361518	21361660
332	"ENSMUSG00000036805.14"	"Noxa1"	chr2	-	24977141	24977211	24977165	24977211	24976950	24977039
333	"ENSMUSG00000049676.15"	"Catsperg1"	chr7	-	28910066	28910350	28910171	28910350	28906229	28906374
334	"ENSMUSG00000049676.15"	"Catsperg1"	chr7	-	28910066	28910350	28910171	28910350	28909904	28909958
335	"ENSMUSG00000024097.12"	"Srsf7"	chr17	-	80511550	80511661	80511559	80511661	80510119	80510173
336	"ENSMUSG00000024097.12"	"Srsf7"	chr17	-	80511550	80511661	80511583	80511661	80510119	80510173
337	"ENSMUSG00000024097.12"	"Srsf7"	chr17	-	80511559	80511661	80511583	80511661	80510119	80510173
338	"ENSMUSG00000062598.4"	"Vmn1r178"	chr7	+	23591433	23592067	23591433	23591705	23592801	23592934
339	"ENSMUSG00000112117.4"	"Rmst"	chr10	-	91918613	91918837	91918618	91918837	91911374	91911535
340	"ENSMUSG00000078700.12"	"D030028A08Rik"	chr11	+	96849678	96849850	96849678	96849804	96850161	96850277
341	"ENSMUSG00000078700.12"	"D030028A08Rik"	chr11	+	96849678	96849850	96849678	96849804	96850165	96850277
342	"ENSMUSG00000002109.15"	"Ddb2"	chr2	-	91064452	91065296	91065159	91065296	91049088	91049234
343	"ENSMUSG00000070383.6"	"Olfr389"	chr11	-	73669412	73670121	73669845	73670121	73665674	73668167
344	"ENSMUSG00000105265.7"	"Sox2ot"	chr3	+	34665847	34666041	34665847	34666032	34669736	34669860
345	"ENSMUSG00000024667.13"	"Tmem216"	chr19	-	10533062	10533115	10533076	10533115	10532426	10532528
346	"ENSMUSG00000034211.15"	"Mrps17"	chr5	+	129792747	129792922	129792747	129792827	129793790	129793930
347	"ENSMUSG00000034211.15"	"Mrps17"	chr5	+	129792747	129792974	129792747	129792827	129793790	129793930
348	"ENSMUSG00000034211.15"	"Mrps17"	chr5	+	129792747	129793005	129792747	129792827	129793790	129793930
349	"ENSMUSG00000034211.15"	"Mrps17"	chr5	+	129792747	129792974	129792747	129792922	129793790	129793930
350	"ENSMUSG00000034211.15"	"Mrps17"	chr5	+	129792747	129793005	129792747	129792922	129793790	129793930
351	"ENSMUSG00000034211.15"	"Mrps17"	chr5	+	129792747	129793005	129792747	129792974	129793790	129793930
352	"ENSMUSG00000041846.16"	"Ppp4r3a"	chr12	-	101019687	101019843	101019726	101019843	101017789	101017921
353	"ENSMUSG00000086477.5"	"Gm15506"	chr7	-	98342226	98342477	98342245	98342477	98331527	98332124
354	"ENSMUSG00000051811.15"	"Cox6b2"	chr7	-	4755059	4755160	4755089	4755160	4754790	4754974
355	"ENSMUSG00000051811.15"	"Cox6b2"	chr7	-	4755059	4755160	4755106	4755160	4754790	4754974
356	"ENSMUSG00000051811.15"	"Cox6b2"	chr7	-	4755089	4755160	4755106	4755160	4754790	4754974
357	"ENSMUSG00000044906.7"	"4930503L19Rik"	chr18	-	70600401	70600556	70600405	70600556	70586264	70586459
358	"ENSMUSG00000044906.7"	"4930503L19Rik"	chr18	-	70600401	70600556	70600405	70600556	70597032	70597135
359	"ENSMUSG00000044906.7"	"4930503L19Rik"	chr18	-	70600829	70601588	70601291	70601588	70600405	70600556
360	"ENSMUSG00000075316.12"	"Scn9a"	chr2	-	66370607	66370979	66370640	66370979	66367613	66367743
361	"ENSMUSG00000035151.13"	"Elmod2"	chr8	-	84058978	84059115	84058983	84059115	84057739	84057887
362	"ENSMUSG00000097248.11"	"Gm2694"	chr8	+	88229589	88230033	88229589	88229646	88248363	88248441
363	"ENSMUSG00000033768.18"	"Nrxn2"	chr19	+	6513853	6513898	6513853	6513877	6522287	6522449
364	"ENSMUSG00000115149.3"	"9330188P03Rik"	chr14	+	105830125	105830554	105830125	105830406	105831014	105831341
365	"ENSMUSG00000042198.13"	"Chchd7"	chr4	+	3938913	3939131	3938913	3938962	3939423	3939526
366	"ENSMUSG00000059208.16"	"Hnrnpm"	chr17	-	33885467	33885659	33885620	33885659	33884465	33884619
367	"ENSMUSG00000001034.18"	"Mapk7"	chr11	-	61381433	61382512	61381532	61382512	61380674	61381330
368	"ENSMUSG00000001034.18"	"Mapk7"	chr11	-	61384422	61384780	61384472	61384780	61383729	61383895
369	"ENSMUSG00000048668.17"	"Rhno1"	chr6	-	128339330	128339831	128339801	128339831	128336068	128336317
370	"ENSMUSG00000073490.12"	"Ifi207"	chr1	-	173562661	173562879	173562682	173562879	173559840	173560008
371	"ENSMUSG00000026430.17"	"Rassf5"	chr1	-	131108890	131109188	131108987	131109188	131108289	131108405
372	"ENSMUSG00000091656.4"	"Vmn2r106"	chr17	-	20498589	20499393	20498601	20499393	20497701	20497917
373	"ENSMUSG00000091656.4"	"Vmn2r106"	chr17	-	20498589	20499393	20499105	20499393	20497701	20497917
374	"ENSMUSG00000091656.4"	"Vmn2r106"	chr17	-	20498601	20499393	20499105	20499393	20497701	20497917
375	"ENSMUSG00000023861.18"	"Mpc1"	chr17	+	8512246	8512327	8512246	8512250	8515366	8515463
376	"ENSMUSG00000120072.1"	"ENSMUSG00000120072"	chr5	+	141102082	141102201	141102082	141102104	141110798	141110882
377	"ENSMUSG00000027249.16"	"F2"	chr2	-	91463320	91463457	91463323	91463457	91460853	91461171
378	"ENSMUSG00000031099.17"	"Smarca1"	chrX	-	46975973	46976075	46975988	46976075	46972913	46973080
379	"ENSMUSG00000039804.16"	"Ncoa5"	chr2	-	164846008	164846216	164846016	164846216	164844558	164844879
380	"ENSMUSG00000063507.6"	"Gm1330"	chr2	-	148844881	148845171	148844962	148845171	148841155	148841297
381	"ENSMUSG00000030465.20"	"Psd3"	chr8	-	68356762	68356827	68356768	68356827	68335632	68335722
382	"ENSMUSG00000019979.13"	"Apaf1"	chr10	-	90915308	90915498	90915341	90915498	90913395	90913593
383	"ENSMUSG00000030583.17"	"Sipa1l3"	chr7	-	29204714	29204885	29204718	29204885	29203275	29203340
384	"ENSMUSG00000094602.3"	"Vmn1r169"	chr7	+	23274950	23275199	23274950	23275195	23275315	23275480
385	"ENSMUSG00000021488.9"	"Nsd1"	chr13	+	55361016	55361963	55361016	55361130	55381707	55381843
386	"ENSMUSG00000003402.15"	"Prkcsh"	chr9	+	21922733	21922892	21922733	21922871	21922969	21923066
387	"ENSMUSG00000019861.16"	"Gopc"	chr10	-	52234844	52235033	52234868	52235033	52230667	52230843
388	"ENSMUSG00000040213.14"	"Kyat3"	chr3	+	142412449	142412556	142412449	142412552	142424136	142424195
389	"ENSMUSG00000033961.17"	"Zfp446"	chr7	+	12711774	12712145	12711774	12712039	12712924	12713305
390	"ENSMUSG00000064043.16"	"Trerf1"	chr17	+	47630277	47630604	47630277	47630544	47634203	47634588
391	"ENSMUSG00000031167.17"	"Rbm3"	chrX	-	8009485	8009571	8009489	8009571	8008606	8009194
392	"ENSMUSG00000096859.3"	"Vmn1r176"	chr7	-	23536560	23536797	23536564	23536797	23536280	23536444
393	"ENSMUSG00000096859.3"	"Vmn1r176"	chr7	-	23536560	23536797	23536589	23536797	23536280	23536444
394	"ENSMUSG00000096859.3"	"Vmn1r176"	chr7	-	23536564	23536797	23536589	23536797	23536280	23536444
395	"ENSMUSG00000029207.17"	"Apbb2"	chr5	-	66700741	66700960	66700804	66700960	66649400	66649515
396	"ENSMUSG00000027998.12"	"Plrg1"	chr3	+	82966633	82966687	82966633	82966660	82967143	82967234
397	"ENSMUSG00000054252.19"	"Fgfr3"	chr5	+	33879067	33879298	33879067	33879272	33879649	33879855
398	"ENSMUSG00000005672.13"	"Kit"	chr5	+	75799624	75799818	75799624	75799806	75801152	75801259
399	"ENSMUSG00000019235.10"	"Rps6kl1"	chr12	-	85196397	85196682	85196427	85196682	85194519	85194644
400	"ENSMUSG00000029833.18"	"Trim24"	chr6	+	37922455	37922724	37922455	37922622	37926156	37926333
401	"ENSMUSG00000063409.13"	"Lrrc43"	chr5	+	123641238	123641380	123641238	123641359	123641609	123641702
402	"ENSMUSG00000012848.16"	"Rps5"	chr7	+	12656216	12656349	12656216	12656315	12656899	12657008
403	"ENSMUSG00000026104.15"	"Stat1"	chr1	+	52159070	52159231	52159070	52159194	52161749	52161880
404	"ENSMUSG00000026104.15"	"Stat1"	chr1	+	52159070	52159269	52159070	52159194	52161749	52161880
405	"ENSMUSG00000026104.15"	"Stat1"	chr1	+	52159070	52159269	52159070	52159231	52161749	52161880
406	"ENSMUSG00000030302.18"	"Atp2b2"	chr6	-	113750221	113750456	113750233	113750456	113742948	113743128
407	"ENSMUSG00000020362.14"	"Cnot6"	chr11	-	49576074	49576179	49576089	49576179	49575913	49575982
408	"ENSMUSG00000030852.19"	"Tacc2"	chr7	+	130336678	130336958	130336678	130336880	130341541	130341603
409	"ENSMUSG00000044783.17"	"Hjurp"	chr1	-	88202749	88202819	88202763	88202819	88195669	88195748
410	"ENSMUSG00000028011.17"	"Tdo2"	chr3	-	81882965	81883509	81883079	81883509	81882630	81882736
411	"ENSMUSG00000040370.14"	"Etfrf1"	chr6	+	145156900	145156978	145156900	145156970	145160247	145160510
412	"ENSMUSG00000121504.1"	"Ppp4r1l-ps"	chr2	-	173442555	173442835	173442558	173442835	173441382	173441480
413	"ENSMUSG00000054321.8"	"Taf4b"	chr18	+	14954494	14954627	14954494	14954612	14955150	14955262
414	"ENSMUSG00000001017.16"	"Chtop"	chr3	-	90413414	90414933	90414851	90414933	90410402	90410586
415	"ENSMUSG00000096840.4"	"Olfr136"	chr17	+	38642530	38642704	38642530	38642600	38643624	38643717
416	"ENSMUSG00000091239.4"	"Vmn2r76"	chr7	-	85880189	85880478	85880198	85880478	85878996	85879803
417	"ENSMUSG00000033436.14"	"Armcx2"	chrX	-	133708202	133708474	133708369	133708474	133708010	133708076
418	"ENSMUSG00000022491.6"	"Glycam1"	chr15	-	103471631	103471885	103471669	103471885	103471188	103471441
419	"ENSMUSG00000069743.6"	"Zfp820"	chr17	-	22059585	22059695	22059604	22059695	22042824	22042872
420	"ENSMUSG00000056763.17"	"Cspp1"	chr1	+	10109997	10110112	10109997	10110104	10115300	10115409
421	"ENSMUSG00000029211.12"	"Gabra4"	chr5	-	71814435	71814632	71814513	71814632	71799601	71799669
422	"ENSMUSG00000027259.16"	"Adal"	chr2	+	120973629	120973703	120973629	120973690	120976513	120976601
423	"ENSMUSG00000027259.16"	"Adal"	chr2	+	120973629	120973703	120973629	120973690	120980700	120980827
424	"ENSMUSG00000000731.16"	"Aire"	chr10	-	77875764	77875913	77875776	77875913	77875495	77875576
425	"ENSMUSG00000034165.17"	"Ccnd3"	chr17	+	47889633	47889717	47889633	47889698	47904533	47904777
426	"ENSMUSG00000034165.17"	"Ccnd3"	chr17	+	47889633	47889717	47889633	47889698	47904578	47904777
427	"ENSMUSG00000021576.7"	"Pdcd6"	chr13	-	74457802	74457961	74457808	74457961	74453659	74453769
428	"ENSMUSG00000069682.8"	"Gm10275"	chr10	-	29575223	29575377	29575239	29575377	29574730	29575070
429	"ENSMUSG00000069682.8"	"Gm10275"	chr10	-	29575223	29575377	29575259	29575377	29574730	29575070
430	"ENSMUSG00000069682.8"	"Gm10275"	chr10	-	29575239	29575377	29575259	29575377	29574730	29575070
431	"ENSMUSG00000021440.8"	"Cts7"	chr13	-	61505773	61506010	61505942	61506010	61504724	61504861
432	"ENSMUSG00000040537.18"	"Adam22"	chr5	-	8144985	8145180	8145072	8145180	8142730	8142831
433	"ENSMUSG00000026942.14"	"Traf2"	chr2	-	25428856	25429096	25428877	25429096	25420298	25420460
434	"ENSMUSG00000026942.14"	"Traf2"	chr2	-	25428856	25429096	25428877	25429096	25426687	25426786
435	"ENSMUSG00000026942.14"	"Traf2"	chr2	-	25428856	25429096	25428877	25429096	25427082	25427161
436	"ENSMUSG00000009115.6"	"Spatc1l"	chr10	+	76399681	76400029	76399681	76399965	76405169	76405321
437	"ENSMUSG00000073471.4"	"Rsph3a"	chr17	+	8171380	8171468	8171380	8171465	8188978	8189120
438	"ENSMUSG00000047757.18"	"Fancb"	chrX	+	163778339	163778767	163778339	163778418	163778882	163779117
439	"ENSMUSG00000036578.8"	"Fxyd7"	chr7	-	30744132	30744175	30744141	30744175	30743995	30744036
440	"ENSMUSG00000090762.3"	"Vmn2r56"	chr7	-	12449153	12449951	12449276	12449951	12446876	12447067
441	"ENSMUSG00000037369.18"	"Kdm6a"	chrX	+	18143614	18143802	18143614	18143785	18144864	18146175
442	"ENSMUSG00000020923.18"	"Ubtf"	chr11	-	102197904	102197976	102197908	102197976	102197681	102197825
443	"ENSMUSG00000029993.17"	"Nfu1"	chr6	+	86997700	86997824	86997700	86997821	87000109	87000170
444	"ENSMUSG00000029420.15"	"Rimbp2"	chr5	-	128865222	128865678	128865276	128865678	128863715	128863862
445	"ENSMUSG00000073988.14"	"Ttpa"	chr4	+	20023784	20023895	20023784	20023894	20028407	20030785
446	"ENSMUSG00000060568.15"	"Fam78b"	chr1	+	166906105	166907354	166906105	166907034	166915546	166918871
447	"ENSMUSG00000100005.9"	"B130024G19Rik"	chr7	+	70056355	70060229	70056355	70056486	70060336	70060894
448	"ENSMUSG00000025437.16"	"Usp33"	chr3	+	152095377	152095480	152095377	152095468	152097286	152097355
449	"ENSMUSG00000054757.15"	"Akr1c20"	chr13	-	4562584	4562701	4562665	4562701	4561204	4561282
450	"ENSMUSG00000041771.15"	"Slc24a4"	chr12	+	102196609	102196752	102196609	102196695	102200940	102201110
451	"ENSMUSG00000025735.14"	"Rhbdl1"	chr17	-	26055372	26055546	26055384	26055546	26054942	26055167
452	"ENSMUSG00000040728.16"	"Esrp1"	chr4	-	11357459	11357658	11357471	11357658	11353294	11353463
453	"ENSMUSG00000017316.14"	"Ppy"	chr11	-	101990991	101991109	101990995	101991109	101990755	101990892
454	"ENSMUSG00000022371.17"	"Col14a1"	chr15	+	55274965	55275117	55274965	55275108	55282083	55282213
455	"ENSMUSG00000097331.3"	"F420014N23Rik"	chr10	+	127031117	127031393	127031117	127031336	127033005	127033063
456	"ENSMUSG00000041359.15"	"Tcl1"	chr12	-	105184917	105185088	105184966	105185088	105184481	105184551
457	"ENSMUSG00000097145.7"	"9230114K14Rik"	chr5	+	52350259	52350938	52350259	52350320	52351739	52351849
458	"ENSMUSG00000097145.7"	"9230114K14Rik"	chr5	+	52350259	52350938	52350259	52350320	52352142	52352232
459	"ENSMUSG00000097145.7"	"9230114K14Rik"	chr5	+	52350259	52350938	52350259	52350320	52354234	52354365
460	"ENSMUSG00000019826.12"	"Zbtb24"	chr10	+	41331668	41331768	41331668	41331752	41332527	41332611
461	"ENSMUSG00000020530.15"	"Ggnbp2"	chr11	-	84730806	84731001	84730866	84731001	84728666	84728814
462	"ENSMUSG00000020530.15"	"Ggnbp2"	chr11	-	84732240	84732450	84732246	84732450	84731086	84731261
463	"ENSMUSG00000033773.15"	"Rpap2"	chr5	+	107749596	107749725	107749596	107749711	107751391	107751490
464	"ENSMUSG00000037447.17"	"Arid5a"	chr1	+	36356284	36356743	36356284	36356405	36357164	36357262
465	"ENSMUSG00000020821.18"	"Kif1c"	chr11	+	70615929	70616038	70615929	70616002	70616713	70617328
466	"ENSMUSG00000028552.14"	"Eps15"	chr4	+	109178324	109178522	109178324	109178414	109179266	109179412
467	"ENSMUSG00000041264.17"	"Uspl1"	chr5	+	149124517	149124686	149124517	149124644	149125154	149125283
468	"ENSMUSG00000047716.5"	"Olfr736"	chr14	+	50618619	50619420	50618619	50619337	50627958	50628049
469	"ENSMUSG00000056153.16"	"Socs6"	chr18	-	88905332	88905457	88905336	88905457	88905115	88905189
470	"ENSMUSG00000047428.15"	"Dlk2"	chr17	+	46612569	46612714	46612569	46612635	46613291	46614197
471	"ENSMUSG00000040298.7"	"Btbd16"	chr7	+	130378816	130378923	130378816	130378875	130381286	130381435
472	"ENSMUSG00000057098.15"	"Ebf1"	chr11	+	44774640	44774782	44774640	44774758	44798730	44798864
473	"ENSMUSG00000057098.15"	"Ebf1"	chr11	+	44774640	44774782	44774640	44774758	44798733	44798864
474	"ENSMUSG00000096099.3"	"Vmn1r220"	chr13	-	23371984	23372145	23371998	23372145	23362683	23368774
475	"ENSMUSG00000096099.3"	"Vmn1r220"	chr13	-	23371984	23372145	23371998	23372145	23362683	23370390
476	"ENSMUSG00000023286.17"	"Ube2j2"	chr4	+	156028287	156028607	156028287	156028470	156033463	156033594
477	"ENSMUSG00000023286.17"	"Ube2j2"	chr4	+	156028287	156028607	156028287	156028470	156035928	156035969
478	"ENSMUSG00000035455.13"	"Fignl1"	chr11	-	11758884	11758962	11758894	11758962	11750287	11753063
479	"ENSMUSG00000003038.16"	"Hmgn2"	chr4	-	133694070	133694106	133694076	133694106	133693739	133693790
480	"ENSMUSG00000027547.18"	"Sall4"	chr2	-	168596353	168598720	168597685	168598720	168594373	168594660
481	"ENSMUSG00000025195.10"	"Dnmbp"	chr19	-	43862566	43862696	43862596	43862696	43858600	43858748
482	"ENSMUSG00000048938.13"	"Nr1h5"	chr3	-	102855066	102855180	102855090	102855180	102853349	102853472
483	"ENSMUSG00000048938.13"	"Nr1h5"	chr3	-	102861837	102862203	102862011	102862203	102859486	102859627
484	"ENSMUSG00000005069.13"	"Pex5"	chr6	-	124391931	124392026	124391968	124392026	124391245	124391409
485	"ENSMUSG00000044976.18"	"Wdr72"	chr9	+	74055483	74055665	74055483	74055629	74056002	74056099
486	"ENSMUSG00000017776.16"	"Crk"	chr11	+	75583022	75583558	75583022	75583388	75591370	75591615
487	"ENSMUSG00000069631.15"	"Strada"	chr11	-	106077926	106078006	106077950	106078006	106064504	106064607
488	"ENSMUSG00000069631.15"	"Strada"	chr11	-	106077926	106078006	106077950	106078006	106075387	106075445
489	"ENSMUSG00000054510.7"	"Gm14461"	chr2	+	77893360	77893523	77893360	77893474	78014864	78014936
490	"ENSMUSG00000054510.7"	"Gm14461"	chr2	+	78011354	78011708	78011354	78011565	78014864	78014936
491	"ENSMUSG00000054510.7"	"Gm14461"	chr2	+	78099257	78099738	78099257	78099317	78123668	78123830
492	"ENSMUSG00000003923.15"	"Tfam"	chr10	-	71073669	71074110	71074064	71074110	71072745	71072861
