ID	GeneID	geneSymbol	chr	strand	longExonStart_0base	longExonEnd	shortES	shortEE	flankingES	flankingEE
577	"ENSMUSG00000027981.15"	"Rnpc3"	chr3	-	113401988	113402060	113401988	113402057	113402686	113402819
578	"ENSMUSG00000091206.4"	"Vmn2r91"	chr17	+	18355982	18357030	18355985	18357030	18330241	18330365
579	"ENSMUSG00000025461.12"	"Scart1"	chr7	+	139809627	139809795	139809657	139809795	139808416	139808731
580	"ENSMUSG00000023942.16"	"Slc29a1"	chr17	-	45903104	45903187	45903104	45903183	45904257	45904358
581	"ENSMUSG00000023942.16"	"Slc29a1"	chr17	-	45903104	45903187	45903104	45903183	45906407	45906498
582	"ENSMUSG00000051706.4"	"Olfr1325"	chrX	+	73636932	73637203	73637014	73637203	73636284	73636373
583	"ENSMUSG00000090774.3"	"Vmn2r74"	chr7	-	85606051	85606858	85606051	85606795	85607244	85607524
584	"ENSMUSG00000041477.15"	"Dcp1b"	chr6	+	119194763	119194940	119194862	119194940	119191730	119192567
585	"ENSMUSG00000079162.9"	"Trim43b"	chr9	-	88971413	88971647	88971413	88971644	88972645	88972741
586	"ENSMUSG00000049811.18"	"Fam161a"	chr11	+	22965654	22965884	22965658	22965884	22963538	22963647
587	"ENSMUSG00000039985.15"	"Sinhcaf"	chr6	-	148827510	148827661	148827510	148827603	148830006	148830133
588	"ENSMUSG00000060771.16"	"Tsga10"	chr1	-	37880265	37880433	37880265	37880389	37881535	37881601
589	"ENSMUSG00000028797.21"	"Tmem234"	chr4	+	129495987	129496054	129496014	129496054	129494775	129494927
590	"ENSMUSG00000032609.13"	"Klhdc8b"	chr9	-	108326265	108326490	108326265	108326487	108326819	108326984
591	"ENSMUSG00000032609.13"	"Klhdc8b"	chr9	-	108331991	108332110	108331991	108332072	108332592	108332774
592	"ENSMUSG00000015001.18"	"Oc90"	chr15	-	65753352	65753527	65753352	65753524	65754373	65754487
593	"ENSMUSG00000026288.15"	"Inpp5d"	chr1	+	87595610	87595785	87595613	87595785	87563013	87563077
594	"ENSMUSG00000026288.15"	"Inpp5d"	chr1	+	87595610	87595785	87595613	87595785	87593108	87593259
595	"ENSMUSG00000026288.15"	"Inpp5d"	chr1	+	87642759	87643035	87642998	87643035	87640914	87641011
596	"ENSMUSG00000091350.4"	"Vmn2r92"	chr17	+	18404505	18409148	18404508	18409148	18391523	18391647
597	"ENSMUSG00000094445.8"	"1700015G11Rik"	chr7	-	51663229	51663334	51663229	51663295	51664603	51664648
598	"ENSMUSG00000022701.19"	"Ccdc191"	chr16	+	43725708	43725846	43725713	43725846	43710162	43710401
599	"ENSMUSG00000022701.19"	"Ccdc191"	chr16	+	43725708	43725846	43725713	43725846	43718452	43718594
600	"ENSMUSG00000018398.19"	"Septin8"	chr11	+	53425775	53425962	53425781	53425962	53425259	53425455
601	"ENSMUSG00000038776.14"	"Ephx1"	chr1	-	180821443	180821652	180821443	180821610	180822192	180822322
602	"ENSMUSG00000054006.15"	"D630008O14Rik"	chr1	+	106470340	106470401	106470343	106470401	106469672	106470169
603	"ENSMUSG00000025144.18"	"Cenpx"	chr11	-	120603265	120603538	120603265	120603365	120604518	120604558
604	"ENSMUSG00000025144.18"	"Cenpx"	chr11	-	120602528	120602721	120602528	120602582	120604518	120604564
605	"ENSMUSG00000037622.15"	"Wdtc1"	chr4	-	133022508	133022701	133022508	133022643	133023726	133023904
606	"ENSMUSG00000064289.16"	"Tank"	chr2	+	61457246	61457358	61457249	61457358	61443994	61444142
607	"ENSMUSG00000061393.15"	"Acvr2b"	chr9	+	119257266	119257634	119257290	119257634	119257032	119257142
608	"ENSMUSG00000053477.19"	"Tcf4"	chr18	+	69697104	69697234	69697107	69697234	69482142	69482215
609	"ENSMUSG00000053477.19"	"Tcf4"	chr18	+	69697104	69697234	69697107	69697234	69653035	69653097
610	"ENSMUSG00000053477.19"	"Tcf4"	chr18	+	69788031	69788108	69788034	69788108	69785464	69785543
611	"ENSMUSG00000022679.14"	"Mpv17l"	chr16	+	13764392	13764451	13764421	13764451	13762529	13762600
612	"ENSMUSG00000061436.16"	"Hipk2"	chr6	-	38698389	38698532	38698389	38698529	38706855	38706977
613	"ENSMUSG00000061436.16"	"Hipk2"	chr6	-	38707803	38708011	38707803	38707930	38714292	38714455
614	"ENSMUSG00000052794.14"	"1700030K09Rik"	chr8	+	73208957	73209411	73209059	73209411	73205202	73205276
615	"ENSMUSG00000027566.16"	"Psma7"	chr2	-	179678166	179678632	179678166	179678366	179678730	179678793
616	"ENSMUSG00000020743.16"	"Mif4gd"	chr11	-	115499886	115499979	115499886	115499922	115500105	115500261
617	"ENSMUSG00000090655.4"	"Vmn2r120"	chr17	-	57831470	57832349	57831470	57832277	57832667	57832979
618	"ENSMUSG00000032480.18"	"Dhx30"	chr9	-	109942038	109942158	109942038	109942093	109944103	109944229
619	"ENSMUSG00000032480.18"	"Dhx30"	chr9	-	109942038	109942158	109942038	109942093	109944558	109944650
620	"ENSMUSG00000032187.17"	"Smarca4"	chr9	+	21597308	21597571	21597317	21597571	21590224	21590443
621	"ENSMUSG00000032187.17"	"Smarca4"	chr9	+	21611095	21611204	21611098	21611204	21590224	21590443
622	"ENSMUSG00000032187.17"	"Smarca4"	chr9	+	21611095	21611204	21611098	21611204	21597317	21597571
623	"ENSMUSG00000058099.17"	"Nfam1"	chr15	-	82900544	82900862	82900544	82900792	82917313	82917507
624	"ENSMUSG00000028459.12"	"Cd72"	chr4	-	43448259	43448415	43448259	43448394	43449451	43449528
625	"ENSMUSG00000028459.12"	"Cd72"	chr4	-	43449451	43449549	43449451	43449528	43450069	43450221
626	"ENSMUSG00000028459.12"	"Cd72"	chr4	-	43449451	43449549	43449451	43449528	43452306	43452639
627	"ENSMUSG00000087017.8"	"4930417H01Rik"	chr2	+	122559814	122560150	122560077	122560150	122549041	122549124
628	"ENSMUSG00000038147.15"	"Cd84"	chr1	+	171712151	171712246	171712154	171712246	171679369	171679702
629	"ENSMUSG00000038147.15"	"Cd84"	chr1	+	171712151	171712246	171712154	171712246	171700871	171701006
630	"ENSMUSG00000036180.16"	"Gatad2a"	chr8	-	70368933	70369101	70368933	70369098	70369209	70369350
631	"ENSMUSG00000036180.16"	"Gatad2a"	chr8	-	70368933	70369101	70368933	70369098	70369218	70369350
632	"ENSMUSG00000051504.19"	"Siglech"	chr7	+	55422249	55422330	55422253	55422330	55421350	55421444
633	"ENSMUSG00000044454.6"	"Olfr867"	chr9	-	19962250	19966773	19962250	19966384	19968764	19968858
634	"ENSMUSG00000021972.15"	"Hmbox1"	chr14	-	65063049	65063144	65063049	65063141	65064220	65064316
635	"ENSMUSG00000033526.17"	"Ppip5k1"	chr2	-	121167206	121167321	121167206	121167261	121167563	121167691
636	"ENSMUSG00000039183.7"	"Nubp2"	chr17	-	25103374	25103529	25103374	25103457	25104392	25104591
637	"ENSMUSG00000039183.7"	"Nubp2"	chr17	-	25103374	25103529	25103374	25103457	25104692	25104811
638	"ENSMUSG00000066537.6"	"Vmn2r57"	chr7	-	41076856	41077663	41076856	41077600	41077955	41078247
639	"ENSMUSG00000063730.14"	"Hsd3b2"	chr3	-	98626975	98627100	98626975	98627057	98631148	98631208
640	"ENSMUSG00000121505.1"	"Gm4956"	chr1	-	21361518	21361660	21361518	21361589	21363703	21363836
641	"ENSMUSG00000121505.1"	"Gm4956"	chr1	-	21361518	21361660	21361518	21361589	21363823	21363836
642	"ENSMUSG00000038085.14"	"Cnbd2"	chr2	+	156177169	156177333	156177205	156177333	156175498	156175552
643	"ENSMUSG00000026315.14"	"Serpinb8"	chr1	+	107525184	107525367	107525189	107525367	107517735	107518017
644	"ENSMUSG00000018593.14"	"Sparc"	chr11	-	55298045	55298105	55298045	55298102	55300753	55300823
645	"ENSMUSG00000038745.16"	"Nlrp6"	chr7	+	140504989	140505121	140505028	140505121	140502322	140504069
646	"ENSMUSG00000046722.15"	"Cdc42se1"	chr3	+	95139758	95139970	95139859	95139970	95139095	95139403
647	"ENSMUSG00000109324.3"	"Prmt1"	chr7	-	44631161	44631317	44631161	44631314	44632909	44633011
648	"ENSMUSG00000062563.16"	"Cys1"	chr12	-	24715846	24716251	24715846	24716180	24716765	24716826
649	"ENSMUSG00000038517.16"	"Tbkbp1"	chr11	-	97037280	97037459	97037280	97037456	97038198	97038379
650	"ENSMUSG00000112117.4"	"Rmst"	chr10	-	91919735	91919944	91919735	91919835	91939567	91939774
651	"ENSMUSG00000112117.4"	"Rmst"	chr10	-	91919735	91919944	91919735	91919835	91945500	91945595
652	"ENSMUSG00000112117.4"	"Rmst"	chr10	-	91969084	91969257	91969084	91969210	91970103	91970178
653	"ENSMUSG00000112117.4"	"Rmst"	chr10	-	91969084	91969349	91969084	91969210	91970103	91970178
654	"ENSMUSG00000112117.4"	"Rmst"	chr10	-	91969084	91969349	91969084	91969257	91970103	91970178
655	"ENSMUSG00000112117.4"	"Rmst"	chr10	-	91969084	91970178	91969084	91969349	91970825	91970937
656	"ENSMUSG00000112117.4"	"Rmst"	chr10	-	91969084	91969349	91969084	91969210	91970825	91970957
657	"ENSMUSG00000112117.4"	"Rmst"	chr10	-	91970825	91970941	91970825	91970937	91971562	91971671
658	"ENSMUSG00000112117.4"	"Rmst"	chr10	-	91970825	91970957	91970825	91970937	91971562	91971671
659	"ENSMUSG00000112117.4"	"Rmst"	chr10	-	91970825	91970957	91970825	91970941	91971562	91971671
660	"ENSMUSG00000112117.4"	"Rmst"	chr10	-	91971562	91971671	91971562	91971667	91972418	91972552
661	"ENSMUSG00000039130.19"	"Zc3hc1"	chr6	-	30373241	30373482	30373241	30373356	30374763	30374918
662	"ENSMUSG00000078700.12"	"D030028A08Rik"	chr11	+	96850161	96850277	96850165	96850277	96843406	96843554
663	"ENSMUSG00000078700.12"	"D030028A08Rik"	chr11	+	96850161	96850277	96850165	96850277	96849678	96849804
664	"ENSMUSG00000078700.12"	"D030028A08Rik"	chr11	+	96850161	96850277	96850165	96850277	96849678	96849850
665	"ENSMUSG00000030887.5"	"Pdzd9"	chr7	-	120262059	120262249	120262059	120262112	120267602	120267782
666	"ENSMUSG00000121484.1"	"Serpina3h"	chr12	+	104217582	104218004	104217730	104218004	104216398	104217016
667	"ENSMUSG00000070844.12"	"Vmn2r42"	chr7	-	8185370	8188116	8185370	8187966	8190518	8190642
668	"ENSMUSG00000070844.12"	"Vmn2r42"	chr7	-	8185370	8188656	8185370	8187966	8190518	8190642
669	"ENSMUSG00000070844.12"	"Vmn2r42"	chr7	-	8185370	8188656	8185370	8188116	8190518	8190642
670	"ENSMUSG00000037126.17"	"Psd"	chr19	-	46309207	46309405	46309207	46309402	46310494	46310935
671	"ENSMUSG00000030598.16"	"Fbxo17"	chr7	+	28436763	28437569	28437089	28437569	28435492	28435628
672	"ENSMUSG00000024471.13"	"Myot"	chr18	+	44469833	44470377	44469955	44470377	44467140	44467223
673	"ENSMUSG00000086813.3"	"Gm13657"	chr2	+	75607994	75608130	75608026	75608130	75607497	75607584
674	"ENSMUSG00000020486.20"	"Septin4"	chr11	+	87480781	87480881	87480834	87480881	87480481	87480644
675	"ENSMUSG00000113346.4"	"Eprn"	chr13	-	73492781	73493357	73492781	73493309	73494614	73495180
676	"ENSMUSG00000030035.15"	"Wbp1"	chr6	-	83096848	83097025	83096848	83096988	83097165	83097268
677	"ENSMUSG00000031691.15"	"Tnpo2"	chr8	+	85764963	85765118	85765006	85765118	85763543	85763606
678	"ENSMUSG00000031691.15"	"Tnpo2"	chr8	+	85764963	85765118	85765006	85765118	85763796	85763920
679	"ENSMUSG00000031691.15"	"Tnpo2"	chr8	+	85781320	85781426	85781350	85781426	85780954	85781050
680	"ENSMUSG00000051095.8"	"Olfr986"	chr9	+	40098293	40101430	40098399	40101430	40097166	40097272
681	"ENSMUSG00000024308.16"	"Tapbp"	chr17	+	34145600	34145680	34145603	34145680	34145401	34145491
682	"ENSMUSG00000039994.16"	"Timeless"	chr10	+	128086153	128086331	128086156	128086331	128085836	128085979
683	"ENSMUSG00000063230.6"	"Olfr535"	chr7	+	140072382	140077017	140072451	140077017	140069176	140069270
684	"ENSMUSG00000061878.17"	"Sphk1"	chr11	+	116425674	116425827	116425677	116425827	116424795	116424999
685	"ENSMUSG00000052504.8"	"Epha3"	chr16	-	63431308	63431471	63431308	63431468	63433212	63433337
686	"ENSMUSG00000037801.14"	"Iqch"	chr9	-	63352755	63352878	63352755	63352791	63361841	63362012
687	"ENSMUSG00000041607.18"	"Mbp"	chr18	+	82593659	82593758	82593725	82593758	82593296	82593332
688	"ENSMUSG00000033768.18"	"Nrxn2"	chr19	+	6581297	6582308	6581873	6582308	6569278	6569357
689	"ENSMUSG00000052736.16"	"Klrc2"	chr6	-	129635628	129635804	129635628	129635780	129636267	129636342
690	"ENSMUSG00000052736.16"	"Klrc2"	chr6	-	129635628	129635804	129635628	129635780	129636940	129637042
691	"ENSMUSG00000042198.13"	"Chchd7"	chr4	+	3939378	3939526	3939423	3939526	3938913	3939131
692	"ENSMUSG00000059208.16"	"Hnrnpm"	chr17	-	33885467	33885659	33885467	33885503	33887958	33888052
693	"ENSMUSG00000039936.19"	"Pik3cd"	chr4	-	149738479	149738595	149738479	149738592	149738681	149738860
694	"ENSMUSG00000039936.19"	"Pik3cd"	chr4	-	149739583	149739714	149739583	149739705	149739792	149739957
695	"ENSMUSG00000039936.19"	"Pik3cd"	chr4	-	149739792	149739960	149739792	149739957	149740037	149740088
696	"ENSMUSG00000039936.19"	"Pik3cd"	chr4	-	149741702	149741924	149741702	149741912	149742838	149742928
697	"ENSMUSG00000001034.18"	"Mapk7"	chr11	-	61383729	61384011	61383729	61383895	61384349	61385092
698	"ENSMUSG00000001034.18"	"Mapk7"	chr11	-	61383729	61384011	61383729	61383895	61384472	61384780
699	"ENSMUSG00000070702.10"	"Csn1s1"	chr5	+	87828678	87828821	87828735	87828821	87827910	87827934
700	"ENSMUSG00000002845.15"	"Tmem39a"	chr16	+	38405537	38405880	38405741	38405880	38402331	38402486
701	"ENSMUSG00000034349.15"	"Smc4"	chr3	+	68914521	68914700	68914596	68914700	68913408	68913546
702	"ENSMUSG00000091656.4"	"Vmn2r106"	chr17	-	20499717	20500012	20499717	20499844	20505471	20505815
703	"ENSMUSG00000060671.13"	"Atp8b2"	chr3	-	89853227	89853444	89853227	89853372	89853485	89853591
704	"ENSMUSG00000003810.15"	"Mast2"	chr4	-	116163958	116165534	116163958	116165531	116165843	116166037
705	"ENSMUSG00000028176.14"	"Lrrc7"	chr3	-	157810064	157810139	157810064	157810122	157832851	157832944
706	"ENSMUSG00000040312.15"	"Cchcr1"	chr17	+	35841298	35841455	35841340	35841455	35841044	35841196
707	"ENSMUSG00000006705.14"	"Pknox1"	chr17	+	31814198	31814298	31814201	31814298	31811078	31811249
708	"ENSMUSG00000006705.14"	"Pknox1"	chr17	+	31818488	31818617	31818494	31818617	31815769	31815867
709	"ENSMUSG00000092080.4"	"Vmn2r16"	chr5	+	109511439	109518113	109511442	109518113	109510139	109510263
710	"ENSMUSG00000025154.16"	"Arhgap19"	chr19	-	41769596	41769788	41769596	41769743	41770769	41770835
711	"ENSMUSG00000024792.10"	"Zfpl1"	chr19	-	6133978	6134090	6133978	6134078	6134381	6134491
712	"ENSMUSG00000045009.10"	"Prrt3"	chr6	-	113473892	113474048	113473892	113474045	113474232	113475277
713	"ENSMUSG00000030465.20"	"Psd3"	chr8	-	68361334	68361541	68361334	68361538	68413038	68413431
714	"ENSMUSG00000034928.17"	"Rnf44"	chr13	-	54830855	54831032	54830855	54831029	54831407	54831575
715	"ENSMUSG00000034928.17"	"Rnf44"	chr13	-	54831773	54831963	54831773	54831899	54832150	54832301
716	"ENSMUSG00000030583.17"	"Sipa1l3"	chr7	-	29030722	29030969	29030722	29030966	29031649	29031815
717	"ENSMUSG00000030583.17"	"Sipa1l3"	chr7	-	29203275	29203340	29203275	29203336	29204714	29204885
718	"ENSMUSG00000071647.6"	"Eml3"	chr19	+	8908407	8908668	8908410	8908668	8908162	8908334
719	"ENSMUSG00000090966.3"	"Vmn2r116"	chr17	+	23607732	23607960	23607852	23607960	23605575	23606388
720	"ENSMUSG00000094602.3"	"Vmn1r169"	chr7	+	23275939	23278274	23276362	23278274	23275315	23275480
721	"ENSMUSG00000023328.15"	"Ache"	chr5	+	137289740	137290225	137290004	137290225	137288273	137289363
722	"ENSMUSG00000044037.16"	"Als2cl"	chr9	+	110713082	110713214	110713085	110713214	110711781	110711891
723	"ENSMUSG00000039844.21"	"Rapgef1"	chr2	+	29600164	29600320	29600167	29600320	29597209	29597412
724	"ENSMUSG00000029086.16"	"Prom1"	chr5	-	44213219	44213425	44213219	44213410	44220467	44220526
725	"ENSMUSG00000087060.9"	"Eldr"	chr11	-	16885153	16885926	16885153	16885841	16886454	16886564
726	"ENSMUSG00000029312.13"	"Klhl8"	chr5	-	104023606	104024155	104023606	104023927	104033772	104034156
727	"ENSMUSG00000113204.3"	"Gm46430"	chr13	-	74730309	74730433	74730309	74730367	74731765	74731992
728	"ENSMUSG00000113204.3"	"Gm46430"	chr13	-	74759382	74759506	74759382	74759440	74760842	74761067
729	"ENSMUSG00000061518.12"	"Cox5b"	chr1	+	36731511	36731631	36731531	36731631	36731291	36731365
730	"ENSMUSG00000096664.8"	"Gm3409"	chr5	+	146476676	146477237	146476688	146477237	146476233	146476427
731	"ENSMUSG00000047528.14"	"Flacc1"	chr1	-	58697278	58697593	58697278	58697589	58698154	58698264
732	"ENSMUSG00000033961.17"	"Zfp446"	chr7	+	12713811	12713906	12713840	12713906	12713377	12713573
733	"ENSMUSG00000064043.16"	"Trerf1"	chr17	+	47628693	47628847	47628696	47628847	47627539	47627586
734	"ENSMUSG00000064043.16"	"Trerf1"	chr17	+	47664622	47664870	47664658	47664870	47659575	47659782
735	"ENSMUSG00000048330.15"	"Ric3"	chr7	-	108647157	108647303	108647157	108647300	108653571	108653665
736	"ENSMUSG00000062257.14"	"Opcml"	chr9	+	28812811	28812949	28812814	28812949	28724582	28724708
737	"ENSMUSG00000026150.15"	"Mff"	chr1	+	82713136	82713228	82713139	82713228	82708833	82709003
738	"ENSMUSG00000063229.16"	"Ldha"	chr7	+	46498396	46498514	46498447	46498514	46497019	46497169
739	"ENSMUSG00000063229.16"	"Ldha"	chr7	+	46499601	46499775	46499627	46499775	46498396	46498514
740	"ENSMUSG00000036636.11"	"Clcn7"	chr17	+	25372534	25372799	25372705	25372799	25371989	25372128
741	"ENSMUSG00000031167.17"	"Rbm3"	chrX	-	8009485	8009571	8009485	8009568	8009896	8009990
742	"ENSMUSG00000096859.3"	"Vmn1r176"	chr7	-	23533264	23535822	23533264	23535399	23536280	23536444
743	"ENSMUSG00000029207.17"	"Apbb2"	chr5	-	66468342	66468426	66468342	66468423	66469501	66469589
744	"ENSMUSG00000029207.17"	"Apbb2"	chr5	-	66557418	66557627	66557418	66557624	66608810	66609626
745	"ENSMUSG00000023153.10"	"Tmem52"	chr4	+	155553900	155553960	155553918	155553960	155553759	155553803
746	"ENSMUSG00000054252.19"	"Fgfr3"	chr5	+	33890597	33890746	33890600	33890746	33890065	33890256
747	"ENSMUSG00000019235.10"	"Rps6kl1"	chr12	-	85185426	85185519	85185426	85185516	85185851	85186442
748	"ENSMUSG00000004933.18"	"Matk"	chr10	+	81095007	81095121	81095010	81095121	81094313	81094373
749	"ENSMUSG00000046101.17"	"Mcmdc2"	chr1	+	9982338	9982398	9982380	9982398	9982134	9982265
750	"ENSMUSG00000026104.15"	"Stat1"	chr1	+	52187041	52187158	52187059	52187158	52186452	52186536
751	"ENSMUSG00000001763.15"	"Tspan33"	chr6	+	29710585	29710713	29710588	29710713	29709939	29709997
752	"ENSMUSG00000022433.22"	"Csnk1e"	chr15	-	79322971	79323059	79322971	79323055	79325420	79326018
753	"ENSMUSG00000038930.12"	"Rccd1"	chr7	-	79970609	79970929	79970609	79970903	79971024	79971091
754	"ENSMUSG00000029625.17"	"Cpsf4"	chr5	+	145115567	145115738	145115642	145115738	145114039	145114112
755	"ENSMUSG00000029625.17"	"Cpsf4"	chr5	+	145115567	145115738	145115645	145115738	145114039	145114112
756	"ENSMUSG00000029625.17"	"Cpsf4"	chr5	+	145115642	145115738	145115645	145115738	145114039	145114112
757	"ENSMUSG00000025165.13"	"Sectm1a"	chr11	-	120959509	120959672	120959509	120959563	120959860	120959914
758	"ENSMUSG00000039059.12"	"Hrh3"	chr2	-	179742288	179742709	179742288	179742373	179742805	179743209
759	"ENSMUSG00000034059.15"	"Ypel4"	chr2	+	84566982	84567309	84567073	84567309	84564401	84564637
760	"ENSMUSG00000036834.17"	"Plch1"	chr3	-	63607200	63607228	63607200	63607223	63609204	63609559
761	"ENSMUSG00000036834.17"	"Plch1"	chr3	-	63626608	63626703	63626608	63626700	63628593	63628665
762	"ENSMUSG00000001120.16"	"Pcbp3"	chr10	-	76606794	76606873	76606794	76606870	76617665	76617707
763	"ENSMUSG00000027263.13"	"Tubgcp4"	chr2	+	121020304	121020446	121020307	121020446	121019842	121019950
764	"ENSMUSG00000003531.16"	"Dgcr6"	chr16	+	17887945	17888095	17887954	17888095	17887287	17887388
765	"ENSMUSG00000008690.16"	"Ncaph2"	chr15	+	89254803	89254878	89254806	89254878	89254597	89254691
766	"ENSMUSG00000115091.2"	"Vmn1r22"	chr6	-	57875110	57878027	57875110	57877410	57882428	57883091
767	"ENSMUSG00000115091.2"	"Vmn1r22"	chr6	-	57875110	57878027	57875110	57877410	57884919	57885013
768	"ENSMUSG00000115091.2"	"Vmn1r22"	chr6	-	57882428	57883091	57882428	57882496	57884919	57885013
769	"ENSMUSG00000027365.15"	"Trpm7"	chr2	-	126646936	126647007	126646936	126647004	126649208	126649299
770	"ENSMUSG00000029182.11"	"Fam166c"	chr5	+	30639375	30639532	30639419	30639532	30637728	30637999
771	"ENSMUSG00000038811.14"	"Gngt2"	chr11	+	95735857	95735966	95735876	95735966	95734637	95734721
772	"ENSMUSG00000044626.14"	"Liph"	chr16	-	21792807	21792897	21792807	21792891	21794982	21795084
773	"ENSMUSG00000030852.19"	"Tacc2"	chr7	+	130335235	130335296	130335247	130335296	130330252	130331558
774	"ENSMUSG00000016756.18"	"Cmah"	chr13	+	24601203	24601407	24601206	24601407	24560065	24560216
775	"ENSMUSG00000016756.18"	"Cmah"	chr13	+	24601203	24601407	24601206	24601407	24579181	24579470
776	"ENSMUSG00000016756.18"	"Cmah"	chr13	+	24601203	24601407	24601206	24601407	24599104	24599133
777	"ENSMUSG00000016756.18"	"Cmah"	chr13	+	24601203	24601407	24601206	24601407	24600883	24600993
778	"ENSMUSG00000035212.15"	"Leprot"	chr4	+	101513305	101513492	101513374	101513492	101509595	101509671
779	"ENSMUSG00000026592.14"	"Tex35"	chr1	-	156926708	156926976	156926708	156926973	156927273	156927317
780	"ENSMUSG00000025665.18"	"Rps6ka6"	chrX	-	110309904	110309981	110309904	110309966	110314374	110314536
781	"ENSMUSG00000051906.16"	"Cd209f"	chr8	-	4154101	4154310	4154101	4154253	4154484	4154571
782	"ENSMUSG00000040370.14"	"Etfrf1"	chr6	+	145160247	145160997	145160909	145160997	145156859	145157202
783	"ENSMUSG00000040370.14"	"Etfrf1"	chr6	+	145160247	145160997	145160909	145160997	145156881	145156978
784	"ENSMUSG00000121504.1"	"Ppp4r1l-ps"	chr2	-	173430959	173431081	173430959	173431043	173431297	173431467
785	"ENSMUSG00000121504.1"	"Ppp4r1l-ps"	chr2	-	173431580	173432589	173431580	173431741	173433909	173434014
786	"ENSMUSG00000121504.1"	"Ppp4r1l-ps"	chr2	-	173433909	173434126	173433909	173434014	173434594	173434807
787	"ENSMUSG00000121504.1"	"Ppp4r1l-ps"	chr2	-	173437890	173438320	173437890	173438192	173438832	173438980
788	"ENSMUSG00000121504.1"	"Ppp4r1l-ps"	chr2	-	173437890	173438337	173437890	173438192	173438832	173438980
789	"ENSMUSG00000121504.1"	"Ppp4r1l-ps"	chr2	-	173437890	173438337	173437890	173438320	173438832	173438980
790	"ENSMUSG00000121504.1"	"Ppp4r1l-ps"	chr2	-	173457275	173458216	173457275	173457369	173487249	173487351
791	"ENSMUSG00000121504.1"	"Ppp4r1l-ps"	chr2	-	173457275	173458216	173457275	173457369	173501115	173501160
792	"ENSMUSG00000003421.14"	"Nosip"	chr7	+	44725975	44726163	44726050	44726163	44725492	44725652
793	"ENSMUSG00000003421.14"	"Nosip"	chr7	+	44725975	44726163	44726050	44726163	44725733	44725852
794	"ENSMUSG00000078517.13"	"Emc1"	chr4	+	139092496	139092705	139092505	139092705	139090967	139091090
795	"ENSMUSG00000027200.18"	"Sema6d"	chr2	+	124502163	124502264	124502202	124502264	124501726	124501804
796	"ENSMUSG00000071392.7"	"Ect2l"	chr10	-	18014555	18014621	18014555	18014615	18016007	18016164
797	"ENSMUSG00000052488.8"	"Cherp"	chr8	-	73222218	73222363	73222218	73222330	73223707	73223859
798	"ENSMUSG00000020211.16"	"Sf3a2"	chr10	+	80639634	80639722	80639653	80639722	80639416	80639557
799	"ENSMUSG00000028676.18"	"Srsf10"	chr4	+	135590833	135590887	135590836	135590887	135590350	135590513
800	"ENSMUSG00000001017.16"	"Chtop"	chr3	-	90410402	90410589	90410402	90410586	90413414	90413568
801	"ENSMUSG00000001017.16"	"Chtop"	chr3	-	90413414	90414565	90413414	90413568	90414851	90414933
802	"ENSMUSG00000053158.11"	"Fes"	chr7	-	80032060	80032144	80032060	80032138	80032268	80032455
803	"ENSMUSG00000112230.4"	"Ifngas1"	chr10	-	118337939	118338589	118337939	118338269	118347358	118347485
804	"ENSMUSG00000112230.4"	"Ifngas1"	chr10	-	118337939	118338589	118337939	118338269	118350488	118350631
805	"ENSMUSG00000049281.17"	"Scn3b"	chr9	+	40188363	40188527	40188367	40188527	40181263	40181343
806	"ENSMUSG00000037032.17"	"Apbb1"	chr7	-	105214739	105214860	105214739	105214854	105215257	105215385
807	"ENSMUSG00000095056.8"	"Gm3159"	chr14	-	18063425	18064569	18063425	18063750	18069221	18069405
808	"ENSMUSG00000091239.4"	"Vmn2r76"	chr7	-	85851231	85864067	85851231	85860973	85877387	85877511
809	"ENSMUSG00000091239.4"	"Vmn2r76"	chr7	-	85851231	85875321	85851231	85860973	85877387	85877511
810	"ENSMUSG00000091239.4"	"Vmn2r76"	chr7	-	85851231	85875321	85851231	85864067	85877387	85877511
811	"ENSMUSG00000091239.4"	"Vmn2r76"	chr7	-	85878996	85879803	85878996	85879194	85880189	85880478
812	"ENSMUSG00000091652.3"	"Vmn1r57"	chr7	+	5222460	5222562	5222504	5222562	5221491	5221747
813	"ENSMUSG00000036912.19"	"Piwil4"	chr9	-	14638624	14638822	14638624	14638774	14639939	14640020
814	"ENSMUSG00000022491.6"	"Glycam1"	chr15	-	103471669	103471885	103471669	103471879	103472623	103472668
815	"ENSMUSG00000035818.15"	"Plekhs1"	chr19	+	56460129	56460264	56460132	56460264	56459368	56459475
816	"ENSMUSG00000035818.15"	"Plekhs1"	chr19	+	56462569	56462686	56462572	56462686	56461620	56461696
817	"ENSMUSG00000027488.13"	"Snta1"	chr2	-	154219927	154220136	154219927	154220124	154222593	154222724
818	"ENSMUSG00000115919.3"	"Gm31583"	chr16	-	23907003	23907113	23907003	23907100	23907455	23907521
819	"ENSMUSG00000000731.16"	"Aire"	chr10	-	77873706	77873822	77873706	77873819	77875495	77875576
820	"ENSMUSG00000020101.15"	"Vsir"	chr10	+	60204307	60204504	60204310	60204504	60199979	60200087
821	"ENSMUSG00000020101.15"	"Vsir"	chr10	+	60204307	60204504	60204310	60204504	60203544	60203572
822	"ENSMUSG00000063362.14"	"Alg11"	chr8	+	22555015	22555947	22555141	22555947	22551901	22552132
