ID	GeneID	geneSymbol	chr	strand	exonStart_0base	exonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE
5302	"ENSMUSG00000003868.15"	"Ruvbl2"	chr7	-	45077902	45077969	45074567	45074674	45078076	45078206
5303	"ENSMUSG00000003868.15"	"Ruvbl2"	chr7	-	45078076	45078206	45074567	45074674	45078877	45079019
5304	"ENSMUSG00000003868.15"	"Ruvbl2"	chr7	-	45078076	45078206	45074567	45074674	45083675	45083780
5305	"ENSMUSG00000003868.15"	"Ruvbl2"	chr7	-	45078877	45079019	45074567	45074674	45083675	45083780
5306	"ENSMUSG00000003868.15"	"Ruvbl2"	chr7	-	45078877	45079019	45078076	45078206	45083675	45083780
5307	"ENSMUSG00000003868.15"	"Ruvbl2"	chr7	-	45079332	45079388	45078877	45079019	45080743	45080798
5308	"ENSMUSG00000003868.15"	"Ruvbl2"	chr7	-	45079332	45079388	45078877	45079019	45083675	45083780
5309	"ENSMUSG00000003868.15"	"Ruvbl2"	chr7	-	45080743	45080798	45078877	45079019	45083675	45083780
5310	"ENSMUSG00000003868.15"	"Ruvbl2"	chr7	-	45080743	45080798	45079332	45079388	45083675	45083780
5311	"ENSMUSG00000058470.11"	"Gm8369"	chr19	+	11482162	11482219	11479522	11479643	11485654	11485756
5317	"ENSMUSG00000030286.7"	"Emc3"	chr6	-	113497437	113497542	113496875	113496957	113499274	113499368
5318	"ENSMUSG00000030286.7"	"Emc3"	chr6	-	113499274	113499368	113497437	113497542	113499710	113499768
5319	"ENSMUSG00000030286.7"	"Emc3"	chr6	-	113499274	113499368	113497437	113497542	113508288	113508613
5320	"ENSMUSG00000030286.7"	"Emc3"	chr6	-	113499710	113499768	113497437	113497542	113508288	113508613
5321	"ENSMUSG00000030286.7"	"Emc3"	chr6	-	113499710	113499768	113499274	113499368	113508288	113508613
5322	"ENSMUSG00000021243.15"	"Fcf1"	chr12	+	85017988	85018056	85017670	85017739	85019763	85019835
5323	"ENSMUSG00000021243.15"	"Fcf1"	chr12	+	85027288	85027376	85026168	85026241	85029009	85029104
5325	"ENSMUSG00000045160.15"	"Bola3"	chr6	+	83328247	83328371	83326427	83326536	83330023	83330112
5327	"ENSMUSG00000038965.18"	"Ube2l3"	chr16	-	16977853	16978040	16969876	16972146	16994275	16994371
5330	"ENSMUSG00000027551.16"	"Zfp64"	chr2	-	168777130	168777382	168748759	168748909	168781890	168781953
5331	"ENSMUSG00000027551.16"	"Zfp64"	chr2	-	168777130	168777382	168767280	168768853	168781890	168781953
5332	"ENSMUSG00000028820.15"	"Sfpq"	chr4	+	126917059	126917361	126916608	126916797	126917466	126917562
5334	"ENSMUSG00000037174.19"	"Elf2"	chr3	-	51172289	51172427	51168419	51168506	51174173	51174287
5335	"ENSMUSG00000037174.19"	"Elf2"	chr3	-	51172289	51172463	51168419	51168506	51174173	51174287
5336	"ENSMUSG00000037174.19"	"Elf2"	chr3	-	51215470	51215636	51174173	51174287	51247834	51248065
5337	"ENSMUSG00000037174.19"	"Elf2"	chr3	-	51230642	51230872	51215470	51215636	51247834	51248065
5338	"ENSMUSG00000037174.19"	"Elf2"	chr3	-	51233368	51233456	51230642	51230872	51247834	51248065
5339	"ENSMUSG00000034032.16"	"Rpap1"	chr2	-	119617667	119617778	119614214	119614451	119617915	119617985
5342	"ENSMUSG00000024668.9"	"Sdhaf2"	chr19	-	10494343	10494453	10477897	10480493	10502422	10502479
5343	"ENSMUSG00000024668.9"	"Sdhaf2"	chr19	-	10494532	10494750	10490855	10494453	10502422	10502479
5344	"ENSMUSG00000034761.16"	"Map4k5"	chr12	-	69867713	69867716	69865157	69865272	69869576	69869637
5345	"ENSMUSG00000034761.16"	"Map4k5"	chr12	-	69870195	69870275	69869576	69869637	69871353	69871438
5347	"ENSMUSG00000025204.11"	"Ndufb8"	chr19	-	44541136	44541292	44538678	44538851	44542107	44542207
5348	"ENSMUSG00000025204.11"	"Ndufb8"	chr19	-	44542107	44542207	44541136	44541292	44543369	44543496
5349	"ENSMUSG00000025204.11"	"Ndufb8"	chr19	-	44543369	44543496	44542107	44542207	44543755	44543865
5350	"ENSMUSG00000024081.10"	"Cebpz"	chr17	-	79242003	79243496	79239538	79239770	79244303	79244495
5351	"ENSMUSG00000022177.10"	"Haus4"	chr14	-	54781235	54781366	54779839	54779908	54781661	54781807
5352	"ENSMUSG00000022177.10"	"Haus4"	chr14	-	54783182	54783279	54781661	54781807	54786322	54786457
5353	"ENSMUSG00000022177.10"	"Haus4"	chr14	-	54786322	54786457	54783182	54783279	54787125	54787257
5355	"ENSMUSG00000059326.8"	"Csf2ra"	chr19	-	61213761	61213858	61213570	61213652	61215467	61215622
5356	"ENSMUSG00000059326.8"	"Csf2ra"	chr19	-	61213960	61214090	61213761	61213858	61214229	61214259
5357	"ENSMUSG00000059326.8"	"Csf2ra"	chr19	-	61213960	61214090	61213761	61213858	61214652	61214822
5358	"ENSMUSG00000059326.8"	"Csf2ra"	chr19	-	61213960	61214090	61213761	61213858	61215467	61215622
5359	"ENSMUSG00000059326.8"	"Csf2ra"	chr19	-	61214229	61214259	61213960	61214090	61214365	61214493
5360	"ENSMUSG00000059326.8"	"Csf2ra"	chr19	-	61214365	61214493	61213960	61214090	61214652	61214822
5361	"ENSMUSG00000059326.8"	"Csf2ra"	chr19	-	61214652	61214822	61214365	61214493	61215243	61215364
5362	"ENSMUSG00000059326.8"	"Csf2ra"	chr19	-	61214962	61215092	61214652	61214822	61215243	61215364
5363	"ENSMUSG00000059326.8"	"Csf2ra"	chr19	-	61215709	61215803	61215467	61215622	61216776	61216856
5368	"ENSMUSG00000036006.21"	"Ripor2"	chr13	+	24853942	24854069	24798592	24798730	24855737	24855893
5369	"ENSMUSG00000036006.21"	"Ripor2"	chr13	+	24855737	24855893	24798592	24798730	24857014	24857093
5370	"ENSMUSG00000036006.21"	"Ripor2"	chr13	+	24857014	24857093	24798592	24798730	24861706	24861856
5371	"ENSMUSG00000036006.21"	"Ripor2"	chr13	+	24857014	24857093	24855737	24855893	24858629	24858653
5372	"ENSMUSG00000036006.21"	"Ripor2"	chr13	+	24858629	24858653	24857014	24857093	24859757	24859811
5373	"ENSMUSG00000036006.21"	"Ripor2"	chr13	+	24858629	24858653	24857014	24857093	24861706	24861856
5374	"ENSMUSG00000036006.21"	"Ripor2"	chr13	+	24859757	24859811	24857014	24857093	24861706	24861856
5375	"ENSMUSG00000036006.21"	"Ripor2"	chr13	+	24859757	24859811	24858629	24858653	24861706	24861856
5376	"ENSMUSG00000036006.21"	"Ripor2"	chr13	+	24877748	24877874	24873448	24873492	24878099	24878248
5378	"ENSMUSG00000069089.9"	"Cdk7"	chr13	-	100840898	100841046	100839138	100840014	100842874	100843024
5379	"ENSMUSG00000069089.9"	"Cdk7"	chr13	-	100842874	100843024	100840898	100841046	100846581	100846668
5380	"ENSMUSG00000069089.9"	"Cdk7"	chr13	-	100853008	100853127	100842874	100843024	100855809	100855878
5381	"ENSMUSG00000069089.9"	"Cdk7"	chr13	-	100853008	100853127	100848004	100848104	100854079	100854190
5382	"ENSMUSG00000069089.9"	"Cdk7"	chr13	-	100853008	100853127	100848004	100848104	100855809	100855878
5383	"ENSMUSG00000069089.9"	"Cdk7"	chr13	-	100854079	100854190	100848004	100848104	100855809	100855878
5384	"ENSMUSG00000069089.9"	"Cdk7"	chr13	-	100854079	100854190	100848004	100848104	100857093	100857161
5385	"ENSMUSG00000069089.9"	"Cdk7"	chr13	-	100854079	100854190	100853008	100853127	100855809	100855878
5386	"ENSMUSG00000069089.9"	"Cdk7"	chr13	-	100855809	100855878	100848004	100848104	100857093	100857161
5387	"ENSMUSG00000069089.9"	"Cdk7"	chr13	-	100855809	100855878	100848004	100848104	100866965	100867025
5388	"ENSMUSG00000069089.9"	"Cdk7"	chr13	-	100855809	100855878	100854079	100854190	100857093	100857161
5389	"ENSMUSG00000069089.9"	"Cdk7"	chr13	-	100855809	100855878	100854079	100854190	100859187	100859221
5390	"ENSMUSG00000069089.9"	"Cdk7"	chr13	-	100857093	100857161	100854079	100854190	100859187	100859221
5391	"ENSMUSG00000069089.9"	"Cdk7"	chr13	-	100857093	100857161	100855809	100855878	100859187	100859221
5392	"ENSMUSG00000069089.9"	"Cdk7"	chr13	-	100859187	100859221	100855809	100855878	100866965	100867025
5393	"ENSMUSG00000068040.11"	"Tm9sf4"	chr2	+	153020808	153020922	153003222	153003491	153024307	153024407
5394	"ENSMUSG00000068040.11"	"Tm9sf4"	chr2	+	153024307	153024407	153020808	153020922	153029182	153029351
5395	"ENSMUSG00000068040.11"	"Tm9sf4"	chr2	+	153032750	153032869	153030873	153030997	153032970	153033082
5396	"ENSMUSG00000068040.11"	"Tm9sf4"	chr2	+	153046454	153046544	153045701	153045821	153050526	153052386
5397	"ENSMUSG00000026688.6"	"Mgst3"	chr1	-	167203020	167203078	167201361	167201434	167204829	167204903
5398	"ENSMUSG00000026688.6"	"Mgst3"	chr1	-	167203020	167203078	167201361	167201434	167205860	167205984
5399	"ENSMUSG00000026688.6"	"Mgst3"	chr1	-	167204829	167204903	167201361	167201434	167205860	167205984
5400	"ENSMUSG00000026688.6"	"Mgst3"	chr1	-	167204829	167204903	167203020	167203078	167205860	167205984
5401	"ENSMUSG00000026812.17"	"Tsc1"	chr2	+	28555567	28555641	28555019	28555174	28560880	28561056
5402	"ENSMUSG00000030345.17"	"Dyrk4"	chr6	-	126869046	126869183	126868595	126868736	126871639	126871803
5403	"ENSMUSG00000002455.15"	"Prpf6"	chr2	+	181257769	181257888	181249912	181250081	181262361	181262440
5404	"ENSMUSG00000002455.15"	"Prpf6"	chr2	+	181292878	181292970	181291889	181292023	181294226	181294341
5405	"ENSMUSG00000002455.15"	"Prpf6"	chr2	+	181292878	181292970	181291889	181292023	181296628	181296754
5406	"ENSMUSG00000002455.15"	"Prpf6"	chr2	+	181294226	181294341	181291889	181292023	181296628	181296754
5407	"ENSMUSG00000002455.15"	"Prpf6"	chr2	+	181294226	181294341	181292878	181292970	181296628	181296754
5409	"ENSMUSG00000079418.6"	"Atg4a"	chrX	+	139896311	139896390	139896010	139896189	139941722	139941868
5410	"ENSMUSG00000079418.6"	"Atg4a"	chrX	+	139943027	139943084	139941722	139941868	139945462	139945571
5411	"ENSMUSG00000030096.9"	"Slc6a6"	chr6	+	91675969	91676013	91661033	91661289	91700262	91700502
5412	"ENSMUSG00000030096.9"	"Slc6a6"	chr6	+	91701822	91701957	91700262	91700502	91702992	91703227
5413	"ENSMUSG00000030096.9"	"Slc6a6"	chr6	+	91716857	91716992	91712071	91712204	91717929	91718033
5414	"ENSMUSG00000030096.9"	"Slc6a6"	chr6	+	91718158	91718283	91717929	91718033	91721897	91722010
5416	"ENSMUSG00000030199.17"	"Etv6"	chr6	+	134043269	134043428	134012662	134013101	134199827	134199992
5417	"ENSMUSG00000030199.17"	"Etv6"	chr6	+	134114247	134114380	134012662	134013101	134199827	134199992
5418	"ENSMUSG00000030199.17"	"Etv6"	chr6	+	134114247	134114380	134012662	134013101	134225236	134225767
5419	"ENSMUSG00000030199.17"	"Etv6"	chr6	+	134114247	134114380	134043269	134043428	134199827	134199992
5420	"ENSMUSG00000030199.17"	"Etv6"	chr6	+	134199827	134199992	134114247	134114380	134210481	134210616
5421	"ENSMUSG00000030199.17"	"Etv6"	chr6	+	134210481	134210616	134114247	134114380	134225236	134225767
5422	"ENSMUSG00000030199.17"	"Etv6"	chr6	+	134225236	134225767	134012662	134013101	134238652	134238795
5423	"ENSMUSG00000030199.17"	"Etv6"	chr6	+	134239981	134240082	134238652	134238795	134243220	134247118
5424	"ENSMUSG00000053730.16"	"Tmem39b"	chr4	-	129572364	129572485	129570147	129570601	129578104	129578292
5425	"ENSMUSG00000053730.16"	"Tmem39b"	chr4	-	129585760	129585915	129580563	129580900	129586225	129586309
5426	"ENSMUSG00000053730.16"	"Tmem39b"	chr4	-	129586225	129586309	129585760	129585915	129586858	129587078
5427	"ENSMUSG00000053730.16"	"Tmem39b"	chr4	-	129587678	129587805	129586858	129587078	129590507	129590631
5429	"ENSMUSG00000025474.10"	"Tubgcp2"	chr7	-	139576694	139576858	139575908	139576079	139578681	139578825
5430	"ENSMUSG00000025474.10"	"Tubgcp2"	chr7	-	139577884	139578013	139576694	139576858	139578681	139578825
5431	"ENSMUSG00000025474.10"	"Tubgcp2"	chr7	-	139580927	139581056	139579139	139579260	139581338	139581511
5432	"ENSMUSG00000025474.10"	"Tubgcp2"	chr7	-	139584711	139584892	139581338	139581511	139609739	139609899
5433	"ENSMUSG00000025474.10"	"Tubgcp2"	chr7	-	139586764	139586954	139585927	139586073	139587339	139587539
5434	"ENSMUSG00000025474.10"	"Tubgcp2"	chr7	-	139609739	139609899	139584711	139584892	139610923	139611100
5435	"ENSMUSG00000025474.10"	"Tubgcp2"	chr7	-	139609739	139609899	139587799	139588007	139610923	139611100
5436	"ENSMUSG00000025474.10"	"Tubgcp2"	chr7	-	139610923	139611100	139609739	139609899	139612031	139612160
5437	"ENSMUSG00000033149.18"	"Phldb2"	chr16	-	45609351	45609480	45601664	45601820	45621854	45621992
5438	"ENSMUSG00000025212.18"	"Sfxn3"	chr19	+	45037542	45037706	45036014	45036329	45038182	45038353
5439	"ENSMUSG00000025212.18"	"Sfxn3"	chr19	+	45037545	45037706	45036242	45036329	45038182	45038353
5440	"ENSMUSG00000025212.18"	"Sfxn3"	chr19	+	45038182	45038353	45037542	45037706	45038666	45038765
5441	"ENSMUSG00000025212.18"	"Sfxn3"	chr19	+	45038666	45038765	45038182	45038353	45039088	45039164
5442	"ENSMUSG00000025212.18"	"Sfxn3"	chr19	+	45042108	45042158	45040849	45040899	45042740	45042788
5443	"ENSMUSG00000042203.9"	"Tbc1d22b"	chr17	+	29783405	29783462	29768758	29768968	29787365	29787673
5444	"ENSMUSG00000022336.4"	"Eif3e"	chr15	-	43125994	43126096	43124455	43124565	43126604	43126731
5445	"ENSMUSG00000022336.4"	"Eif3e"	chr15	-	43129529	43129655	43128896	43129021	43134274	43134379
5446	"ENSMUSG00000022336.4"	"Eif3e"	chr15	-	43134274	43134379	43129529	43129655	43135671	43135714
5447	"ENSMUSG00000022336.4"	"Eif3e"	chr15	-	43134274	43134379	43129529	43129655	43138632	43138750
5448	"ENSMUSG00000022336.4"	"Eif3e"	chr15	-	43135671	43135714	43129529	43129655	43138632	43138750
5449	"ENSMUSG00000022336.4"	"Eif3e"	chr15	-	43135671	43135714	43134274	43134379	43138632	43138750
5450	"ENSMUSG00000019763.12"	"Rmnd1"	chr10	-	4360712	4360789	4357804	4357925	4361666	4361731
5451	"ENSMUSG00000019763.12"	"Rmnd1"	chr10	-	4368555	4368631	4367152	4367192	4372081	4372190
5452	"ENSMUSG00000019763.12"	"Rmnd1"	chr10	-	4372081	4372190	4368555	4368631	4377170	4377691
5453	"ENSMUSG00000019763.12"	"Rmnd1"	chr10	-	4379076	4379171	4377170	4377691	4382265	4382388
5454	"ENSMUSG00000008855.18"	"Hdac5"	chr11	-	102087884	102088003	102087364	102087498	102088164	102088262
5455	"ENSMUSG00000008855.18"	"Hdac5"	chr11	-	102087884	102088003	102087364	102087498	102088491	102088611
5456	"ENSMUSG00000008855.18"	"Hdac5"	chr11	-	102088164	102088262	102087364	102087498	102088491	102088611
5457	"ENSMUSG00000008855.18"	"Hdac5"	chr11	-	102088164	102088262	102087884	102088003	102088491	102088611
5458	"ENSMUSG00000008855.18"	"Hdac5"	chr11	-	102092058	102092230	102091225	102091359	102092878	102093160
5459	"ENSMUSG00000008855.18"	"Hdac5"	chr11	-	102109241	102109313	102097732	102097992	102115559	102115781
5460	"ENSMUSG00000008855.18"	"Hdac5"	chr11	-	102109241	102109316	102097732	102097992	102115559	102115781
5462	"ENSMUSG00000013878.19"	"Rnf170"	chr8	+	26613874	26614015	26610467	26610591	26615931	26616007
5463	"ENSMUSG00000013878.19"	"Rnf170"	chr8	+	26625656	26625730	26619074	26619183	26629007	26629118
5464	"ENSMUSG00000013878.19"	"Rnf170"	chr8	+	26625656	26625730	26619074	26619183	26630838	26631152
5465	"ENSMUSG00000013878.19"	"Rnf170"	chr8	+	26629007	26629118	26619074	26619183	26630838	26631152
5466	"ENSMUSG00000013878.19"	"Rnf170"	chr8	+	26629007	26629118	26625656	26625730	26630838	26631152
5468	"ENSMUSG00000069520.7"	"Tmem19"	chr10	-	115195558	115195672	115183550	115183688	115197713	115197752
5469	"ENSMUSG00000069520.7"	"Tmem19"	chr10	-	115195558	115195672	115183550	115183688	115197811	115197864
5470	"ENSMUSG00000013539.15"	"Tango2"	chr16	-	18120549	18120654	18118690	18119416	18121546	18121700
5471	"ENSMUSG00000013539.15"	"Tango2"	chr16	-	18121546	18121700	18118690	18119416	18125833	18125904
5472	"ENSMUSG00000013539.15"	"Tango2"	chr16	-	18125833	18125904	18118690	18119416	18128732	18128847
5473	"ENSMUSG00000013539.15"	"Tango2"	chr16	-	18125833	18125904	18121546	18121700	18130502	18130517
5474	"ENSMUSG00000013539.15"	"Tango2"	chr16	-	18128732	18128847	18125833	18125904	18130502	18130517
5475	"ENSMUSG00000013539.15"	"Tango2"	chr16	-	18130502	18130622	18121546	18121700	18134509	18134598
5476	"ENSMUSG00000013539.15"	"Tango2"	chr16	-	18130502	18130622	18128732	18128847	18134509	18134598
5477	"ENSMUSG00000013539.15"	"Tango2"	chr16	-	18134509	18134598	18130502	18130622	18142220	18142314
5478	"ENSMUSG00000013539.15"	"Tango2"	chr16	-	18142220	18142314	18134509	18134598	18161661	18161770
5479	"ENSMUSG00000062604.12"	"Srpk2"	chr5	-	23718949	23719042	23708261	23712718	23719631	23719701
5480	"ENSMUSG00000062604.12"	"Srpk2"	chr5	-	23731787	23731813	23730493	23730743	23732894	23733060
5481	"ENSMUSG00000062604.12"	"Srpk2"	chr5	-	23751977	23752065	23750520	23750608	23753452	23753561
5482	"ENSMUSG00000062604.12"	"Srpk2"	chr5	-	23753452	23753561	23750520	23750608	23821324	23821532
5483	"ENSMUSG00000062604.12"	"Srpk2"	chr5	-	23753452	23753561	23751977	23752065	23770111	23770263
5484	"ENSMUSG00000062604.12"	"Srpk2"	chr5	-	23770111	23770263	23732894	23733060	23821324	23821532
5485	"ENSMUSG00000062604.12"	"Srpk2"	chr5	-	23770111	23770263	23753452	23753561	23821324	23821532
5486	"ENSMUSG00000073771.12"	"Btbd19"	chr4	-	116978167	116978293	116977371	116978058	116978394	116978526
5487	"ENSMUSG00000043913.15"	"Ccdc60"	chr5	-	116318862	116318970	116310500	116310608	116328118	116328289
5489	"ENSMUSG00000027332.12"	"Ivd"	chr2	+	118701858	118702028	118700211	118700263	118703365	118703459
5490	"ENSMUSG00000027332.12"	"Ivd"	chr2	+	118701858	118702028	118700211	118700263	118703648	118703785
5491	"ENSMUSG00000027332.12"	"Ivd"	chr2	+	118703365	118703459	118700211	118700263	118703648	118703785
5492	"ENSMUSG00000027332.12"	"Ivd"	chr2	+	118703365	118703459	118701858	118702028	118703648	118703785
5493	"ENSMUSG00000027332.12"	"Ivd"	chr2	+	118708355	118708428	118708141	118708246	118710933	118713390
5494	"ENSMUSG00000020698.12"	"Cct6b"	chr11	-	82630448	82630531	82627916	82628013	82632835	82632946
5495	"ENSMUSG00000020698.12"	"Cct6b"	chr11	-	82632101	82632261	82630448	82630531	82632835	82632946
5496	"ENSMUSG00000020698.12"	"Cct6b"	chr11	-	82651175	82651310	82645787	82645961	82653013	82653077
5497	"ENSMUSG00000084803.9"	"5830444B04Rik"	chr4	-	155495293	155496269	155492766	155494157	155499177	155499335
5498	"ENSMUSG00000084803.9"	"5830444B04Rik"	chr4	-	155498175	155498344	155495293	155496269	155499177	155499335
5500	"ENSMUSG00000027394.14"	"Ttl"	chr2	+	128910774	128910853	128907861	128908223	128917775	128918008
5503	"ENSMUSG00000049076.13"	"Acap2"	chr16	-	30946138	30946251	30938213	30938265	30950077	30950152
5504	"ENSMUSG00000049076.13"	"Acap2"	chr16	-	30952346	30952442	30950077	30950152	30955354	30955399
5505	"ENSMUSG00000049076.13"	"Acap2"	chr16	-	30958288	30958472	30955354	30955399	30960556	30960615
5506	"ENSMUSG00000049076.13"	"Acap2"	chr16	-	30972523	30972577	30960556	30960615	30973390	30973510
5508	"ENSMUSG00000001415.11"	"Smg5"	chr3	+	88257322	88257531	88256682	88256751	88258003	88258141
5509	"ENSMUSG00000001415.11"	"Smg5"	chr3	+	88266854	88266945	88266333	88266493	88267637	88267712
5510	"ENSMUSG00000001415.11"	"Smg5"	chr3	+	88267637	88267712	88266854	88266945	88268060	88268199
5511	"ENSMUSG00000029263.16"	"Pigg"	chr5	+	108465128	108465338	108461824	108462030	108466690	108466879
5513	"ENSMUSG00000029263.16"	"Pigg"	chr5	+	108479840	108480058	108474682	108474895	108483969	108484427
5514	"ENSMUSG00000029263.16"	"Pigg"	chr5	+	108480549	108480831	108479840	108480058	108483969	108484427
5515	"ENSMUSG00000029263.16"	"Pigg"	chr5	+	108486420	108486612	108483969	108484427	108489660	108489970
5516	"ENSMUSG00000029263.16"	"Pigg"	chr5	+	108489660	108489970	108486420	108486612	108492089	108492253
5517	"ENSMUSG00000029263.16"	"Pigg"	chr5	+	108492089	108492253	108489660	108489970	108495702	108496099
5518	"ENSMUSG00000097715.5"	"Gpr137b-ps"	chr13	-	12645583	12645633	12638757	12638980	12664805	12665175
5519	"ENSMUSG00000097216.4"	"4932441J04Rik"	chr5	-	57758649	57758812	57727423	57727760	57819252	57819346
5521	"ENSMUSG00000019951.11"	"Uhrf1bp1l"	chr10	+	89616988	89617129	89615696	89615886	89618431	89618602
5522	"ENSMUSG00000019951.11"	"Uhrf1bp1l"	chr10	+	89618431	89618602	89616988	89617129	89622966	89623147
5523	"ENSMUSG00000019951.11"	"Uhrf1bp1l"	chr10	+	89626412	89626595	89625159	89625243	89627224	89627343
5524	"ENSMUSG00000019951.11"	"Uhrf1bp1l"	chr10	+	89630344	89630486	89627224	89627343	89638880	89639074
5525	"ENSMUSG00000019951.11"	"Uhrf1bp1l"	chr10	+	89647348	89647602	89645489	89645640	89647905	89648014
5526	"ENSMUSG00000025403.6"	"Shmt2"	chr10	-	127354660	127354826	127354339	127354439	127354989	127355129
5527	"ENSMUSG00000025403.6"	"Shmt2"	chr10	-	127356206	127356286	127355839	127356040	127356786	127356975
5528	"ENSMUSG00000025403.6"	"Shmt2"	chr10	-	127356206	127356286	127355839	127356040	127358156	127358255
5529	"ENSMUSG00000025403.6"	"Shmt2"	chr10	-	127356786	127356975	127355839	127356040	127358156	127358255
5530	"ENSMUSG00000025403.6"	"Shmt2"	chr10	-	127356786	127356975	127356206	127356286	127358156	127358255
5531	"ENSMUSG00000025403.6"	"Shmt2"	chr10	-	127356786	127356984	127355839	127356040	127358156	127358313
5532	"ENSMUSG00000025403.6"	"Shmt2"	chr10	-	127356786	127356984	127356206	127356286	127358156	127358313
5534	"ENSMUSG00000065990.13"	"Aurkaip1"	chr4	+	155916439	155916527	155915807	155916192	155916808	155917254
5535	"ENSMUSG00000065990.13"	"Aurkaip1"	chr4	+	155916808	155917254	155916115	155916527	155917347	155917488
5536	"ENSMUSG00000025157.9"	"Zdhhc16"	chr19	+	41923176	41923322	41921928	41922104	41926041	41926289
5537	"ENSMUSG00000025157.9"	"Zdhhc16"	chr19	+	41926461	41926656	41926041	41926289	41926802	41926891
5538	"ENSMUSG00000025157.9"	"Zdhhc16"	chr19	+	41926802	41926891	41926041	41926289	41929088	41929174
5539	"ENSMUSG00000025157.9"	"Zdhhc16"	chr19	+	41929088	41929174	41928038	41928172	41930374	41930445
5540	"ENSMUSG00000025157.9"	"Zdhhc16"	chr19	+	41929954	41930078	41929088	41929174	41930374	41930445
5541	"ENSMUSG00000038058.15"	"Nod1"	chr6	-	54910544	54910628	54907160	54907244	54911379	54911463
5542	"ENSMUSG00000038058.15"	"Nod1"	chr6	-	54920115	54921940	54916288	54916372	54924933	54925108
5543	"ENSMUSG00000022901.14"	"Cd86"	chr16	-	36449331	36449381	36441065	36441401	36486309	36486439
5544	"ENSMUSG00000037286.16"	"Stag1"	chr9	+	100620030	100620195	100525500	100525849	100639742	100639839
5545	"ENSMUSG00000037286.16"	"Stag1"	chr9	+	100620030	100620195	100525500	100525849	100658808	100658885
5546	"ENSMUSG00000037286.16"	"Stag1"	chr9	+	100620030	100620195	100594490	100594593	100639742	100639839
5547	"ENSMUSG00000037286.16"	"Stag1"	chr9	+	100620030	100620195	100594490	100594593	100658808	100658885
5548	"ENSMUSG00000037286.16"	"Stag1"	chr9	+	100639742	100639839	100525500	100525849	100658808	100658885
5549	"ENSMUSG00000037286.16"	"Stag1"	chr9	+	100639742	100639839	100594490	100594593	100658808	100658885
5550	"ENSMUSG00000037286.16"	"Stag1"	chr9	+	100639742	100639839	100620030	100620195	100658808	100658885
5551	"ENSMUSG00000037286.16"	"Stag1"	chr9	+	100668544	100668749	100658808	100658885	100678756	100678908
5552	"ENSMUSG00000037286.16"	"Stag1"	chr9	+	100769432	100769536	100762828	100762946	100769882	100769975
5553	"ENSMUSG00000037286.16"	"Stag1"	chr9	+	100810075	100810168	100790689	100790770	100811893	100812068
5554	"ENSMUSG00000037286.16"	"Stag1"	chr9	+	100811893	100812068	100810075	100810168	100813639	100813779
5558	"ENSMUSG00000071359.14"	"Tbpl1"	chr10	-	22585044	22585108	22583669	22583773	22585255	22585338
5559	"ENSMUSG00000071359.14"	"Tbpl1"	chr10	-	22587812	22587990	22585255	22585338	22607014	22607346
5560	"ENSMUSG00000052062.15"	"Pard3b"	chr1	+	62049465	62049637	61807106	61807208	62115543	62115653
5561	"ENSMUSG00000052062.15"	"Pard3b"	chr1	+	62115543	62115653	62049465	62049637	62184005	62184094
5562	"ENSMUSG00000052062.15"	"Pard3b"	chr1	+	62184005	62184094	62115543	62115653	62193091	62193178
5566	"ENSMUSG00000106567.3"	"2010309G21Rik"	chr16	+	18882206	18882432	18870083	18870249	18918001	18918097
5567	"ENSMUSG00000106567.3"	"2010309G21Rik"	chr16	+	18884310	18884403	18870086	18870249	18908810	18908839
5568	"ENSMUSG00000106567.3"	"2010309G21Rik"	chr16	+	18884310	18884403	18870086	18870249	18918001	18918097
5569	"ENSMUSG00000106567.3"	"2010309G21Rik"	chr16	+	18884310	18884403	18870086	18870249	18925455	18925646
5570	"ENSMUSG00000106567.3"	"2010309G21Rik"	chr16	+	18884310	18884403	18882080	18882432	18918001	18918097
5571	"ENSMUSG00000106567.3"	"2010309G21Rik"	chr16	+	18908810	18908839	18870083	18870249	18918001	18918097
5573	"ENSMUSG00000106567.3"	"2010309G21Rik"	chr16	+	18918001	18918097	18870083	18870249	18925455	18925646
5574	"ENSMUSG00000106567.3"	"2010309G21Rik"	chr16	+	18918001	18918097	18884310	18884403	18925455	18925646
5577	"ENSMUSG00000020152.8"	"Actr2"	chr11	-	20027187	20027333	20022455	20022588	20030022	20030172
5578	"ENSMUSG00000020152.8"	"Actr2"	chr11	-	20030022	20030172	20022455	20022588	20041294	20041367
5579	"ENSMUSG00000020152.8"	"Actr2"	chr11	-	20030661	20030798	20030022	20030172	20041294	20041367
5580	"ENSMUSG00000020152.8"	"Actr2"	chr11	-	20030661	20030798	20030022	20030172	20044229	20044445
5581	"ENSMUSG00000020152.8"	"Actr2"	chr11	-	20041294	20041367	20030022	20030172	20044229	20044445
5582	"ENSMUSG00000020152.8"	"Actr2"	chr11	-	20041294	20041367	20030661	20030798	20044229	20044445
5583	"ENSMUSG00000020152.8"	"Actr2"	chr11	-	20044229	20044445	20030661	20030798	20050822	20050933
5584	"ENSMUSG00000020644.10"	"Id2"	chr12	-	25145309	25145373	25143797	25144575	25145661	25146091
5585	"ENSMUSG00000042487.7"	"Leo1"	chr9	+	75356638	75356784	75355583	75355678	75357769	75357854
